,TARGET,DAYS_BIRTH,INCOME_ANNUITY_DIFF,PREVAPP_AMT_ANNUITY_LAST,ANNUITY_INCOME_RATIO,FLAG_EMP_PHONE,BUREAU_TOTAL_DEBT,REGION_POPULATION_RELATIVE,REG_CITY_NOT_LIVE_CITY,REGION_RATING_CLIENT_W_CITY,PREVAPP_AMT_CREDIT_GOODS_DIFF_LAST,REG_CITY_NOT_WORK_CITY,BUREAU_RATIO_DEBT_CREDIT,DAYS_LAST_PHONE_CHANGE,EXT_SOURCE_1,PREVAPP_SK_ID_PREV_COUNT,CREDIT_GOODS_RATIO,BUREAU_COUNT,NAME_EDUCATION_TYPE,AMT_GOODS_PRICE,EXT_SOURCE_2,DAYS_EMPLOYED_RATIO,PREVAPP_AMT_DECLINED_LAST,DAYS_REGISTRATION,PREVAPP_ANNUITY_GOODS_LAST,FLAG_DOCUMENT_3,BUREAU_DAYS_DIFF_AVG,DAYS_ID_PUBLISH,BUREAU_ACTIVE_LOANS_PCT,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_LAST,BUREAU_TOTAL_CREDIT,CREDIT_TERM
30,0,-15280,267907.5,22308.75,0.08407692307404865,1,2054371.5,0.025164,0,2,0.0,0,0.5794984483053726,-1634.0,,22.0,1.3959999999707338,9.0,1,477000.0,0.479987342189869,0.17460732995720374,0.0,-5266.0,14062.49707031311,1,282.1111111111111,-3787,0.5555555555555556,-887.0,3545085.42,27.077035670599965
31,0,-11144,87466.5,12069.315,0.22251999998022043,1,8339.355,0.008575,0,2,0.0,0,0.08782058572647142,-397.0,0.2744223724911185,8.0,1.4223999999604888,1.0,1,360000.0,0.6273004007953609,0.09906676247224225,0.0,-7846.0,8908.496288126547,1,0.0,-2904,1.0,365243.0,94959.0,20.455150090696407
32,0,-12974,69106.5,19505.385,0.23214999997420555,1,0.0,0.010032,0,2,34762.5,0,0.0,-2766.0,,5.0,1.105599999938578,8.0,1,180000.0,0.5594667916353414,0.3394481272849145,-34762.5,-7123.0,12823.114314071405,1,189.25,-4464,0.125,-2431.0,592132.5,9.524876153097912
33,0,-11694,320931.0,4450.68,0.10852499999698541,1,2438748.0,0.015221,1,2,1039.5,1,0.5432608643351484,-697.0,,4.0,1.0791986754808065,9.0,1,679500.0,0.32174489566177183,0.1761587140210011,-1039.5,-3557.0,3493.4941775097045,0,155.0,-3557,0.3333333333333333,-2217.0,4489092.0,18.769753508211174
34,0,-15997,102105.0,18984.24,0.2436666666486173,1,,0.019689,0,2,0.0,0,,-3019.0,,1.0,0.999999999991111,,3,1125000.0,0.17249750814777715,0.28661624072427094,0.0,-5735.0,15299.993625002657,1,,-4067,,-317.0,,34.19972639179215
35,0,-12158,67990.5,7297.515,0.395639999964832,1,0.0,0.008575,0,2,5791.5,0,0.0,-1285.0,,2.0,0.9999999999777778,13.0,3,450000.0,0.6631580756296298,0.10486922199775392,-5791.5,-6265.0,4873.870938440885,1,217.23076923076923,-2009,0.07692307692307693,-1147.0,822305.1599999999,10.110201190732269
36,0,-17199,174843.0,21375.0,0.11695454544863866,1,0.0,0.01885,0,2,0.0,0,0.0,-2411.0,0.8427634659543568,9.0,1.1583983739628114,2.0,1,553500.0,0.6816988025574287,0.04465375896543622,-427500.0,-63.0,4874.999187500135,1,735.0,-735,0.0,365243.0,333720.0,27.68810725582411
37,0,-21077,106348.5,12088.8,0.12470370369344003,1,1147764.6,0.030755,0,2,13365.0,1,0.4926674376003796,-1541.0,0.8045861213121414,4.0,0.9999999999779977,11.0,1,454500.0,0.7197985370372056,0.061109266053569894,-13365.0,-5474.0,7499.995833335648,1,240.54545454545453,-4270,0.5454545454545454,-2060.0,2329694.46,29.99702997723194
38,0,-23920,81661.5,6319.35,0.1751363636186731,0,89351.46,0.006207,0,2,-3015.0,0,0.20397343809292723,0.0,,4.0,1.0989999999511557,3.0,1,225000.0,0.6507647995068742,,3015.0,-9817.0,5750.240416265973,1,132.0,-4969,0.3333333333333333,-2598.0,438054.39,14.26161431827343
39,0,-16126,153000.0,29053.215,0.1499999999916667,1,0.0,0.025164,0,2,105723.0,0,0.0,-540.0,,2.0,0.9999999999814816,4.0,3,540000.0,0.7380532835697358,0.10920253014337251,-105723.0,-8236.0,18749.992187503256,0,556.5,-4292,0.25,1.0,12637260.0,19.999999992592592
40,1,-17482,167472.0,11423.025,0.17297777776923567,1,3220456.5,0.025164,0,2,61528.5,0,0.33801219694207396,-1075.0,,6.0,1.3959999999836725,5.0,1,855000.0,0.30684058604830505,0.07218853682198177,-61528.5,-1182.0,3749.9989583336223,1,327.0,-1029,0.6,-2331.0,9527634.0,34.07502568400279
41,0,-16971,173304.0,57466.53,0.1441777777706579,1,0.0,0.009175,0,2,41931.0,1,0.0,-458.0,,4.0,1.1187999999792815,1.0,1,540000.0,0.03731523556121631,0.02798892229567434,-41931.0,-3148.0,45249.974861125076,1,0.0,-513,0.0,226.0,22905.0,20.692971632863074
42,1,-13384,118741.5,4500.0,0.12043333332441236,1,552442.5,0.007305,0,3,8631.0,0,0.648598643366109,-1480.0,0.4682080567974757,5.0,1.211207547119027,7.0,1,238500.0,0.6742032101473874,0.2687537360047473,-90000.0,-45.0,5624.9953125039065,1,307.42857142857144,-4409,0.7142857142857143,365243.0,851747.85,17.76750621658363
43,0,-23548,65029.5,6919.605,0.3978749999631597,0,0.0,0.010966,0,2,0.0,0,0.0,-491.0,,3.0,1.1055999999836208,3.0,3,675000.0,0.7661378050275851,,0.0,-5745.0,6399.934833360486,1,669.3333333333334,-4576,0.0,231.0,742741.38,17.36726358376857
44,0,-9827,154219.5,6887.16,0.2384222222104483,1,,0.007114,0,2,15448.5,1,,-556.0,,3.0,1.1056015037409257,,1,598500.0,0.6315186311742824,0.07713442564071886,0.0,-4166.0,5692.497628125989,1,,-2380,,165.0,,13.705377944779904
45,0,-7974,81000.0,6304.905,0.09999999998888888,1,,0.009334,0,2,3487.5,0,,-462.0,,2.0,0.9999999999444446,,1,180000.0,0.535542260363498,0.11223977942342586,-3487.5,-6591.0,4529.242451262581,0,,-642,,-116.0,,19.99999997777778
46,0,-20373,184851.0,10720.35,0.08715555555125158,0,0.0,0.019689,0,2,5940.0,0,0.0,-649.0,,5.0,1.2111964285233652,8.0,1,252000.0,0.24766471733561626,,0.0,-7760.0,7499.993750005208,1,141.125,-1993,0.125,10.0,675508.5,17.293982652108344
47,0,-20121,72162.0,10349.91,0.2710909090635262,1,0.0,0.022625,0,2,-10296.0,1,0.0,-1247.0,,5.0,1.1583999999485157,2.0,1,225000.0,0.08924065344241718,0.2649967696759588,10296.0,-9197.0,10293.739706260294,1,172.5,-3283,0.5,15.0,104692.5,9.71160294742097
48,0,-19727,93244.5,6922.98,0.28548275859881356,1,1244438.055,0.020713,0,3,1966.5,0,0.4402391342357227,-784.0,0.7104273289168539,2.0,0.9999999999925925,7.0,1,1350000.0,0.5891866296961207,0.22360216972859642,-1966.5,-6225.0,6203.239661267232,1,291.57142857142856,-3199,0.5714285714285714,-172.0,2826732.015,36.23626040819845
49,0,-18264,310072.5,21678.705,0.13868749999614757,1,,0.010006,0,2,101038.5,1,,-1498.0,,3.0,1.116159999991732,,1,1350000.0,0.5239340474953537,0.5214082350642839,-101038.5,-5504.0,7499.998611111368,1,,-1797,,-546.0,,30.180081111575767
50,0,-12406,47250.0,,0.12499999997685185,1,258597.0,0.014519999999999996,0,2,,0,0.31925555555555557,0.0,0.6562248044601879,,0.999999999925926,4.0,3,135000.0,0.4508497225560816,0.0947928422495509,,-1149.0,,1,578.25,-2576,0.5,,810000.0,19.99999997037037
51,0,-18632,505404.0,26149.68,0.06406666666548025,1,980784.0,0.026392,0,2,-28341.0,0,0.4545993055196338,-1285.0,0.3115099249880457,18.0,0.9999999999851853,5.0,3,675000.0,0.7133545848531052,0.3744632891661997,28341.0,-3904.0,23617.4803187664,1,229.8,-1937,0.2,-131.0,2157469.2,19.51092611298678
52,0,-12282,61839.0,12177.0,0.1916470587984775,1,0.0,0.028663,0,2,0.0,0,0.0,-466.0,0.24456163253546154,1.0,0.9999999999779977,5.0,1,454500.0,0.705947456699447,0.06334473217989312,0.0,-1824.0,4999.998611111497,1,178.8,-1992,0.0,614.0,274641.83999999997,31.000613852397098
53,0,-10473,208836.0,12826.44,0.07183999999680711,1,0.0,0.006629,1,2,-3595.5,1,0.0,-570.0,0.18959579955018274,6.0,1.3167924527749773,1.0,3,238500.0,0.7029791046049891,0.13291320551218677,3595.5,-2025.0,11083.481527530788,1,0.0,-1240,0.0,-885.0,37741.5,19.429287293102398
54,0,-18611,48528.0,47952.0,0.40088888883939644,0,0.0,0.010006,0,2,0.0,0,0.0,-462.0,,10.0,0.9999999999851853,2.0,1,675000.0,0.6628649268152181,,0.0,-6936.0,37499.98437500651,1,991.0,-2142,0.0,-96.0,1081626.12,20.787139683177156
55,0,-12955,134442.0,12637.845,0.2530999999859389,1,1651888.845,0.022625,0,2,-17986.5,0,0.3299599736813247,-1547.0,0.5527719020519871,9.0,1.2573986486297688,18.0,3,666000.0,0.6166372926426479,0.31694326539324064,0.0,-7054.0,12972.36418969651,1,148.38888888888889,-5164,0.3888888888888889,-95.0,5006331.0,18.38156854594548
56,0,-21621,52119.0,2144.61,0.22786666663290864,0,95413.5,0.019101,0,2,-1.9800000000032014,0,0.5889722222222222,0.0,,1.0,1.4751999999271508,2.0,1,202500.0,0.6227082733555896,,1.9800000000032014,-2019.0,1983.6441734815946,1,85.0,-1344,1.0,113.0,162000.0,19.42188413014636
57,0,-18248,68625.0,7761.465,0.15277777775891632,1,799038.0,0.031329,0,2,-409.5,1,0.69375755727825,-167.0,0.2377197192577024,1.0,0.999999999959596,5.0,1,247500.0,0.6091352920795285,0.12883603689655634,409.5,-4375.0,6845.994295004754,0,425.8,-1721,0.2,199.0,1151753.94,19.999999983838386
58,0,-14186,332734.5,26541.09,0.07573749999789618,1,3152259.0,0.00733,0,2,4455.0,1,0.5044158765613985,-112.0,,7.0,1.237599999976085,4.0,1,517500.0,0.2567370429595146,0.12286761604600847,-4455.0,-2128.0,22499.962500062502,1,537.75,-4982,0.5,-30.0,6249325.5,23.489684757847947
59,0,-20544,493101.0,13879.26,0.08684999999839167,1,2249635.5,0.032561,0,1,535.5,0,0.25684288943690914,-1377.0,,2.0,1.0871195219027256,6.0,3,1129500.0,0.6535972121081295,0.10178154210561796,-535.5,-6846.0,9738.635900974357,0,341.8333333333333,-566,0.5,-947.0,8758800.0,26.181826899042232
60,0,-20121,93010.5,10097.595,0.48327499997315143,1,0.0,0.018801,0,2,0.0,0,0.0,-1572.0,,2.0,1.0475212464523291,4.0,1,1588500.0,0.5706663563799912,0.12156453462629319,0.0,-6755.0,9328.87111297037,1,288.0,-2177,0.0,-851.0,598059.0,19.12860172559578
61,0,-7907,135882.0,14111.1,0.24509999998638335,1,0.0,0.010006,0,1,0.0,0,0.0,-725.0,,10.0,0.9999999999907406,2.0,2,1080000.0,0.0265407750366898,0.16744656654539847,0.0,-4557.0,11249.995312501953,0,68.0,-586,0.0,596.0,314716.5,24.479804156017995
62,0,-22843,283810.5,44995.5,0.12404166666283821,0,1537123.5,0.01885,0,2,-45000.0,0,0.7060796983715537,-2385.0,,9.0,1.3959999999827655,4.0,3,810000.0,0.7330511930996613,,45000.0,-1042.0,44999.955000045,1,401.75,-3967,0.75,113.0,2176983.0,28.13570708067139
63,0,-12240,102037.5,20287.17,0.09299999999173333,1,547785.0,0.00496,0,2,14256.0,0,0.55244431535571,-280.0,0.2996061411205129,7.0,1.0659999998815555,4.0,3,90000.0,0.6645439411246608,0.3039215688757529,-14256.0,-5246.0,14999.975000041668,1,388.5,-4541,1.0,-418.0,991566.0,9.169892464353747
64,0,-13866,170320.5,,0.053774999997012504,1,2610859.995,0.028663,0,2,,0,0.7921160148543279,-3.0,,,0.999999999968254,3.0,1,315000.0,0.5848873555356944,0.18361459698803878,,-5448.0,,0,106.66666666666667,-4097,1.0,,3296057.58,32.543003220679786
65,0,-12049,139342.5,15101.28,0.2258749999874514,1,257926.5,0.072508,0,1,-5890.5,0,0.3751898303309594,-295.0,0.2867830789116058,26.0,1.395999999984489,4.0,1,900000.0,0.6473478219828046,0.04805378043659538,0.0,-6105.0,14723.963190092027,1,259.5,-1,0.25,-2351.0,687456.0,30.902047585094493
66,0,-19550,136017.0,11508.3,0.244349999986425,1,537165.0,0.028663,0,2,51975.0,0,0.46996062992125986,-1594.0,0.7961611232881004,11.0,0.9999999999903382,3.0,3,1035000.0,0.5172704004425673,0.2483887469301221,-51975.0,-6836.0,5357.141581632956,1,158.66666666666666,-3084,0.3333333333333333,-334.0,1143000.0,23.5318191065794
67,0,-15359,211500.0,10426.86,0.05999999999733334,1,0.0,0.00733,0,2,-28899.0,1,0.0,-662.0,0.20247737407460809,3.0,0.9999999999629628,1.0,1,270000.0,0.5619229565929612,0.007422358231279613,28899.0,-5076.0,13454.977575037376,0,0.0,-2922,0.0,-481.0,60781.5,19.999999985185184
68,0,-11956,135000.0,6084.495,0.14285714284807258,1,0.0,0.010966,0,2,-1714.5,0,0.0,-1711.0,0.4115064104251909,7.0,0.9999999999777778,1.0,1,450000.0,0.12388829228441395,0.2638006024287392,0.0,-8118.0,5152.491412514313,0,0.0,-4143,0.0,-1174.0,30150.0,19.99999999111111
69,0,-10848,158890.5,6075.63,0.11727499999348473,1,,0.014519999999999996,0,2,-1210.5,0,,-2519.0,,1.0,0.9999999999777778,,1,450000.0,0.6454384930609306,0.011154129803792524,1210.5,-4809.0,4675.495324504675,0,,-3494,,-2214.0,,21.317416319042415
70,0,-12009,158890.5,32175.0,0.11727499999348473,1,2384752.41,0.01885,0,2,0.0,0,0.2294355622160543,-1003.0,0.35770654726206136,15.0,0.9999999999777778,17.0,3,450000.0,0.6865047975453018,0.23682238340979464,0.0,-1377.0,20624.995703125893,1,147.47058823529412,-3656,0.29411764705882354,24.0,10393996.41,21.317416319042415
71,0,-15406,79065.0,4500.0,0.2360869564989288,1,1756003.5,0.009657,0,2,-3852.0,0,0.5423311638585797,-2053.0,0.2707661633733818,3.0,1.2376019417208715,2.0,1,463500.0,0.7071263161734994,0.057899519705244394,-90000.0,-341.0,4818.1451818548185,1,735.0,-4176,0.5,365243.0,3237880.5,23.475690598127404
72,0,-14860,198859.5,16486.425,0.11617999999483646,1,0.0,0.02461,0,2,2830.5,0,0.0,-1475.0,,7.0,1.0791960784078607,1.0,1,459000.0,0.5705270507243844,0.0777927322192414,-2830.5,-23.0,12671.2394406338,1,0.0,-1072,0.0,-1114.0,98100.0,18.949561018745026
73,0,-11187,128605.5,4550.265,0.1834571428454948,1,697500.0,0.016612000000000002,0,2,-6750.0,0,0.4887200264854724,-1175.0,,3.0,1.1187999999834253,4.0,1,675000.0,0.3687189849837431,0.19880218128077426,6750.0,-3253.0,4766.24205626324,1,223.75,-3723,0.5,-994.0,1427197.5,26.136115860756853
74,0,-14264,113224.5,5625.0,0.16129999998805186,1,404028.0,0.019101,0,2,0.0,0,0.3748166807282759,-1597.0,,7.0,0.9999999999851853,6.0,3,675000.0,0.5698732368655826,0.17470555256218842,0.0,-4327.0,11249.998125000311,1,191.0,-4517,0.6666666666666666,365243.0,1077934.95,30.998140097357975
75,0,-17542,164700.0,18734.805,0.18666666665744858,1,285748.515,0.003069,0,3,-65160.0,0,0.4220770860337822,-1230.0,,5.0,1.1451999999898204,6.0,1,1125000.0,0.5720641471414096,0.11463915181543675,65160.0,-1529.0,27149.95475007542,1,119.33333333333333,-988,0.5,-522.0,677005.515,34.08333332431658
76,0,-19467,105750.0,15388.47,0.05999999999466667,1,403969.5,0.0228,0,2,-15390.0,0,0.22726835443037974,-1537.0,,2.0,0.999999999925926,5.0,3,135000.0,0.5851740300889305,0.20886628664348195,15390.0,-4623.0,15389.98461001539,0,377.0,-2975,0.4,-1235.0,1777500.0,19.99999997037037
77,0,-9666,119218.5,15656.265,0.11689999999134075,1,0.0,0.025164,0,2,152064.0,0,0.0,-92.0,,4.0,1.3168070174925222,1.0,1,256500.0,0.5500579930157645,0.29081315982910527,-152064.0,-4437.0,7499.998437500325,1,0.0,-2342,0.0,-1491.0,116545.5,21.402338167219632
78,0,-18253,66226.5,8174.205,0.29919047615881583,1,0.0,0.028663,0,2,6534.0,0,0.0,0.0,0.5927009939219194,10.0,0.999999999982906,1.0,1,585000.0,0.4885999153777029,0.039500356127486085,-6534.0,-1701.0,6208.489652517246,1,0.0,-1779,0.0,-316.0,90000.0,20.690752817765485
79,0,-22935,102699.0,4966.47,0.04908333332878858,0,611335.575,0.030755,0,2,-17442.0,0,0.7150123684210525,-260.0,,1.0,1.2639999998595555,4.0,3,90000.0,0.5827354769124312,,17442.0,-12623.0,5450.340343537286,1,200.75,-3442,0.75,277.0,855000.0,21.460101827089037
80,0,-18693,60750.0,5290.695,0.09999999998518518,1,,0.020246,0,3,0.0,0,,-1040.0,0.5866975916234531,3.0,0.999999999925926,,1,135000.0,0.3045061145430549,0.07671320819382293,0.0,-10255.0,4814.545185454815,0,,-2241,,-294.0,,19.99999997037037
81,1,-24794,66406.5,,0.18016666664442385,0,0.0,0.028663,0,2,,0,0.0,0.0,,,0.9999999999603175,1.0,1,252000.0,0.0239523667712844,,,-5391.0,,0,0.0,-4199,0.0,,65610.0,17.26796175196631
