,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,INCOME_ANNUITY_DIFF,CREDIT_GOODS_RATIO,CREDIT_GOODS_DIFF,CREDIT_TERM,DAYS_EMPLOYED_RATIO,FLAG_CONTACTS_SUM,CNT_NON_CHILDREN,CHILDREN_INCOME_RATIO,PER_CAPITA_INCOME,FLAG_REGIONS,SUM_FLAGS_DOCUMENTS,BUREAU_COUNT,BUREAU_TYPES_COUNT,BUREAU_ACTIVE_LOANS_PCT,BUREAU_PAST_DUE_LOANS_PCT,BUREAU_TOTAL_DEBT,BUREAU_TOTAL_CREDIT,BUREAU_TOTAL_OVERDUE,BUREAU_CREDIT_PROL_AVG,BUREAU_OVERDUE_COUNT,BUREAU_DAYS_DIFF_AVG,BUREAU_AVG_TYPES_COUNT,BUREAU_RATIO_DEBT_CREDIT,BUREAU_RATIO_OVERDUE_DEBT,PREVAPP_SK_ID_PREV_COUNT,PREVAPP_AMT_ANNUITY_LAST,PREVAPP_AMT_APPLICATION_LAST,PREVAPP_AMT_CREDIT_LAST,PREVAPP_AMT_DOWN_PAYMENT_LAST,PREVAPP_AMT_GOODS_PRICE_LAST,PREVAPP_FLAG_LAST_APPL_PER_CONTRACT_LAST,PREVAPP_DAYS_FIRST_DUE_LAST,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_LAST,PREVAPP_DAYS_LAST_DUE_LAST,PREVAPP_AMT_DECLINED_LAST,PREVAPP_AMT_CREDIT_GOODS_RATIO_LAST,PREVAPP_AMT_CREDIT_GOODS_DIFF_LAST,PREVAPP_AMT_CREDIT_APPLICATION_RATIO_LAST,PREVAPP_CREDIT_DOWNPAYMENT_RATIO_LAST,PREVAPP_GOOD_DOWNPAYMET_RATIO_LAST,PREVAPP_ANNUITY_LAST,PREVAPP_ANNUITY_GOODS_LAST
10,100014,0,Cash loans,F,0,1,1,112500.0,652500.0,21177.0,652500.0,Unaccompanied,Working,3,Married,House / apartment,0.0228,-10197,-679.0,-4427.0,-738,,1,1,0,1,0,0,Core staff,3.0,2,2,5,15,0,0,0,0,0,0,Medicine,0.3197601716755032,0.6518623334244781,0.363945238612397,0.0,0.0,0.0,0.0,-844.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,5.799999999484444,0.18823999998326754,91323.0,0.9999999999846744,1e-05,30.811729692207713,0.06658821228458195,3,2.0,8.888888888098766e-06,28125.0,0,1,8.0,1.0,0.25,0.0,758214.0,2729932.425,0.0,0.0,0.0,241.5,8.0,0.277740940785375,0.0,2.0,11567.475,119272.5,131868.0,0.0,119272.5,1.0,-813.0,-483.0,-483.0,-12595.5,1.1056027163758952,12595.5,0.9044840294154395,0.0,0.0,10988.990842507632,9939.366717194403
11,100015,0,Cash loans,F,0,1,0,38419.155,148365.0,10678.5,135000.0,Children,Pensioner,1,Married,House / apartment,0.015221,-20417,,-5246.0,-2512,,1,0,0,1,1,0,XNA,2.0,2,2,4,7,0,0,0,0,0,0,XNA,0.7220444501416448,0.5551831615131809,0.6528965519806539,0.0,0.0,0.0,0.0,-2396.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,True,3.861745526714019,0.2779472895023466,27740.655,1.0989999999185927,13365.00001,13.893805296723505,,3,2.0,0.0,12806.385,0,1,4.0,1.0,0.0,0.0,0.0,409495.5,0.0,0.0,0.0,272.5,4.0,0.0,0.0,1.0,7666.92,68850.0,67077.0,6885.0,68850.0,1.0,-2360.0,-2090.0,-2090.0,1773.0,0.9742483658715688,-1773.0,1.026432308984237,0.10264323089842371,0.09999999998547567,6707.693292306708,6884.993115006885
12,100016,0,Cash loans,F,0,1,0,67500.0,80865.0,5881.5,67500.0,Unaccompanied,Working,1,Married,House / apartment,0.031329,-13439,-2717.0,-311.0,-3227,,1,1,1,1,1,0,Laborers,2.0,2,2,4,10,0,0,0,0,0,0,Business Entity Type 2,0.4648311169632833,0.7150418188660659,0.1766525794312139,0.0,0.0,0.0,0.0,-2370.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,1.1979999998225184,0.08713333332042468,61618.5,1.1979999998225184,13365.00001,13.749043587946879,0.20217278086328802,5,2.0,0.0,22500.0,0,1,7.0,2.0,0.5714285714285714,0.0,63724.5,474984.0,0.0,0.0,0.0,215.14285714285714,3.5,0.13416136122479916,0.0,4.0,7124.04,98500.5,98500.5,0.0,98500.5,1.0,-1295.0,-605.0,-605.0,0.0,0.9999999998984777,0.0,0.9999999998984777,0.0,0.0,4104.185789922588,4104.185789922588
13,100017,0,Cash loans,M,1,0,1,225000.0,918468.0,28966.5,697500.0,Unaccompanied,Working,1,Married,House / apartment,0.016612000000000002,-14086,-3028.0,-643.0,-4911,23.0,1,1,0,1,0,0,Drivers,3.0,2,2,3,13,0,0,0,0,0,0,Self-employed,,0.5669066132460429,0.7700870700124128,0.0,0.0,0.0,0.0,-4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,4.082079999818575,0.12873999999427824,196033.5,1.3167999999811213,220968.00001,31.707938469712275,0.21496521383995826,3,2.0,4.4444444442469135e-06,56250.0,0,1,6.0,2.0,0.0,0.0,0.0,859770.0,0.0,0.0,0.0,328.6666666666667,3.0,0.0,0.0,2.0,11783.52,195291.0,198409.5,22500.0,195291.0,1.0,-581.0,109.0,365243.0,-3118.5,1.015968477758014,3118.5,0.9842825065843983,0.11340182803175243,0.1152126826062024,8267.059055392061,8137.121609532663
14,100018,0,Cash loans,F,0,1,0,189000.0,773680.5,32778.0,679500.0,Unaccompanied,Working,1,Married,House / apartment,0.010006,-14583,-203.0,-615.0,-2056,,1,1,0,1,0,0,Laborers,2.0,2,1,0,9,0,0,0,0,0,0,Transport: type 2,0.7219397686622343,0.6426562048311103,,0.0,0.0,0.0,0.0,-188.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,4.093547618831029,0.17342857141939533,156222.0,1.1386026489898662,94180.50001,23.603651832447476,0.013920318188246806,3,2.0,0.0,63000.0,0,1,,,,,,,,,,,,,,4.0,4180.365,36805.365,36805.365,0.0,36805.365,1.0,-149.0,121.0,365243.0,0.0,0.9999999997283003,0.0,0.9999999997283003,0.0,0.0,3680.5328194671806,3680.5328194671806
15,100019,0,Cash loans,M,1,1,0,157500.0,299772.0,20160.0,247500.0,Family,Working,1,Single / not married,Rented apartment,0.020713,-8728,-1157.0,-3494.0,-1368,17.0,1,1,0,1,0,0,Laborers,1.0,3,3,5,6,0,0,0,1,1,0,Business Entity Type 2,0.11563433726229973,0.34663398139668,0.6785676886853644,0.0,0.0,0.0,0.0,-925.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.9033142855934404,0.12799999999187303,137340.0,1.2111999999510628,52272.00001,14.869642849767043,0.1325618699960608,3,1.0,0.0,78750.0,2,1,2.0,2.0,1.0,0.0,245470.14,720000.0,0.0,0.0,0.0,0.0,1.0,0.34093075,0.0,1.0,10518.615,84136.5,104683.5,0.0,84136.5,1.0,-894.0,-564.0,-714.0,-20547.0,1.2442103009699463,20547.0,0.8037226496244658,0.0,0.0,8723.617730318558,7011.369157192369
16,100020,0,Cash loans,M,0,0,0,108000.0,509602.5,26149.5,387000.0,Unaccompanied,Working,1,Married,House / apartment,0.018634,-12931,-1317.0,-6392.0,-3866,,1,1,0,1,0,0,Drivers,2.0,2,2,3,12,0,0,0,1,1,0,Government,,0.2363778398884225,0.06210303783729682,0.0,0.0,0.0,0.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,4.718541666229765,0.24212499997758102,81850.5,1.3168023255473693,122602.50001,19.48803991682899,0.10184827167415379,3,2.0,0.0,36000.0,2,1,4.0,1.0,0.5,0.0,123088.5,199485.0,0.0,0.0,0.0,100.5,4.0,0.6170313557410332,0.0,2.0,5729.265,32512.5,35086.5,0.0,32512.5,1.0,-211.0,-1.0,365243.0,-2574.0,1.0791695498410858,2574.0,0.9266384504220602,0.0,0.0,4385.807017741228,4064.0574199282255
17,100021,0,Revolving loans,F,0,1,1,81000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.010966,-9776,-191.0,-4143.0,-2427,,1,1,0,1,0,0,Laborers,3.0,2,2,0,10,0,0,0,1,1,0,Construction,,0.6835133461914255,,4.0,0.0,4.0,0.0,-2811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,3.3333333329218107,0.16666666664609053,67500.0,0.9999999999629628,1e-05,19.999999985185184,0.019537643227841288,3,2.0,1.234567901082152e-05,20250.0,2,0,,,,,,,,,,,,,,6.0,33750.0,0.0,675000.0,0.0,26100.0,1.0,365243.0,365243.0,365243.0,-675000.0,1.0527586202862993,1377.0,0.0,0.0,0.0,67499999999.99999,4349.992750012084
18,100022,0,Revolving loans,F,0,1,0,112500.0,157500.0,7875.0,157500.0,Other_A,Working,1,Widow,House / apartment,0.04622,-17718,-7804.0,-8751.0,-1259,,1,1,0,1,1,0,Laborers,1.0,1,1,4,13,0,0,0,0,0,0,Housing,,0.7064284028871654,0.5567274263630174,8.0,0.0,8.0,0.0,-239.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.3999999998755555,0.06999999999377778,104625.0,0.999999999936508,1e-05,19.999999974603174,0.44045603366094144,4,1.0,0.0,56250.0,0,1,2.0,1.0,1.0,0.0,205276.5,1057500.0,0.0,0.0,0.0,48.0,2.0,0.19411489361702128,0.0,1.0,6765.975,89091.0,103203.0,0.0,89091.0,1.0,-209.0,301.0,365243.0,-14112.0,1.1583998382374874,14112.0,0.8632597888759764,0.0,0.0,5733.4968147239915,4949.497250279305
19,100023,0,Cash loans,F,0,1,1,90000.0,544491.0,17563.5,454500.0,Unaccompanied,State servant,3,Single / not married,House / apartment,0.015221,-11348,-2038.0,-1021.0,-3964,,1,1,1,1,1,0,Core staff,2.0,2,2,0,12,0,0,0,0,0,0,Kindergarten,,0.5866171400119664,0.4776491548517548,0.0,0.0,0.0,0.0,-1850.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,6.049899999327788,0.19514999997831667,72436.5,1.1979999999736413,89991.00001,31.001281048195814,0.1795911175357694,5,1.0,1.1111111109876542e-05,30000.0,0,1,13.0,2.0,0.3076923076923077,0.0,137038.5,1645692.345,0.0,0.0,0.0,189.76923076923077,6.5,0.08327103204700147,0.0,4.0,2250.0,45000.0,45000.0,7870.5,45000.0,1.0,365243.0,365243.0,365243.0,0.0,0.9999999997777776,0.0,0.9999999997777776,0.10264084505703693,0.09999999998729432,4500000000.0,4500000000.0
20,100024,0,Revolving loans,M,1,1,0,135000.0,427500.0,21375.0,427500.0,Unaccompanied,Working,1,Married,House / apartment,0.015221,-18252,-4286.0,-298.0,-1800,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,4,13,0,0,0,0,0,0,Self-employed,0.5656548824667073,0.11337451271992707,,0.0,0.0,0.0,0.0,-296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,3.166666666432099,0.15833333332160496,113625.0,0.9999999999766082,1e-05,19.999999990643275,0.23482358110608348,3,2.0,0.0,45000.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
